标本ID,日期,星期,采集时间,采集时段,来源科室/采血点,患者类型,标本类型,检验专业组,检验项目数,签收时间,前处理开始,前处理完成,前处理状态,前处理报错类型,前处理耗时_分钟,上机时间,报告时间,TAT_分钟,目标TAT_分钟,是否超时,前处理工位,仪器编号,操作人
S0806-00877,2026-08-06,周四,14:43,14-17,消化科病区,住院,血浆,免疫,10,15:36,15:39,15:48,正常,,9,15:51,16:33,110,120,否,前处理-手工台,IMM-01,OP-102
S0806-00878,2026-08-06,周四,09:02,07-10 早高峰,消化科病区,住院,血清,生化,6,09:24,09:29,09:56,正常,,27,10:04,10:59,117,120,否,前处理-B线,COAG-01,OP-101
S0806-00879,2026-08-06,周四,11:56,10-12,门诊采血中心,门诊,血清,生化,12,12:20,12:22,12:45,报错,样本凝集,23,12:53,13:29,93,120,否,前处理-A线,MICRO-01,OP-107
S0806-00880,2026-08-06,周四,07:12,07-10 早高峰,肾内科病区,住院,血浆,血液,1,07:35,07:36,07:55,正常,,19,07:59,08:44,92,120,否,前处理-A线,IMM-01,OP-108
S0806-00881,2026-08-06,周四,08:16,07-10 早高峰,肾内科病区,住院,全血,生化,7,08:50,08:54,09:17,正常,,23,09:21,09:54,98,120,否,前处理-A线,IMM-01,OP-101
S0806-00882,2026-08-06,周四,13:06,12-14,门诊采血中心,门诊,血清,微生物,2,13:29,13:30,13:36,正常,,6,13:44,18:02,296,120,是,前处理-B线,IMM-01,OP-102
S0806-00883,2026-08-06,周四,10:59,10-12,急诊采血,急诊,全血,生化,8,11:16,11:21,11:29,正常,,8,11:37,12:20,81,60,是,前处理-手工台,MICRO-01,OP-102
S0806-00884,2026-08-06,周四,11:48,10-12,呼吸科病区,住院,血清,微生物,6,12:16,12:22,12:28,正常,,6,12:33,15:22,214,120,是,前处理-B线,HEM-02,OP-103
S0806-00885,2026-08-06,周四,14:37,14-17,消化科病区,住院,血清,血液,3,15:25,15:26,15:32,正常,,6,15:36,16:28,111,120,否,前处理-B线,BIO-02,OP-104
S0806-00886,2026-08-06,周四,07:38,07-10 早高峰,门诊采血中心,门诊,血清,免疫,9,08:02,08:08,08:32,正常,,24,08:35,09:01,83,120,否,前处理-手工台,IMM-01,OP-105
S0806-00887,2026-08-06,周四,10:29,10-12,儿科门诊采血窗口,门诊,全血,生化,16,10:48,10:49,10:56,正常,,7,10:59,11:33,64,120,否,前处理-手工台,BIO-02,OP-107
S0806-00888,2026-08-06,周四,09:40,07-10 早高峰,门诊采血中心,门诊,血清,血液,4,10:01,10:07,10:30,正常,,23,10:36,11:25,105,120,否,前处理-手工台,COAG-01,OP-105
S0806-00889,2026-08-06,周四,15:07,14-17,门诊采血中心,门诊,全血,生化,11,15:28,15:31,15:37,正常,,6,15:42,16:31,84,120,否,前处理-B线,HEM-01,OP-102
S0806-00890,2026-08-06,周四,10:43,10-12,门诊采血中心,门诊,全血,血液,4,11:05,11:08,11:14,正常,,6,11:20,11:55,72,120,否,前处理-手工台,IMM-01,OP-106
S0806-00891,2026-08-06,周四,08:12,07-10 早高峰,内分泌科病区,住院,血清,生化,17,09:03,09:06,09:19,正常,,13,09:22,10:08,116,120,否,前处理-A线,IMM-02,OP-107
S0806-00892,2026-08-06,周四,07:35,07-10 早高峰,门诊采血中心,门诊,其他,血液,3,07:46,07:50,08:21,正常,,31,08:24,08:58,83,120,否,前处理-B线,BIO-01,OP-101
S0806-00893,2026-08-06,周四,17:05,17-20,内分泌科病区,住院,血清,生化,13,17:55,18:00,18:06,正常,,6,18:11,18:59,114,120,否,前处理-A线,HEM-01,OP-102
S0806-00894,2026-08-06,周四,14:25,14-17,门诊采血中心,门诊,全血,生化,16,14:38,14:44,14:49,正常,,5,14:55,15:47,82,120,否,前处理-B线,BIO-02,OP-108
S0806-00895,2026-08-06,周四,11:34,10-12,儿科门诊采血窗口,门诊,血清,免疫,4,11:51,11:54,12:04,正常,,10,12:10,12:34,60,120,否,前处理-手工台,BIO-02,OP-102
S0806-00896,2026-08-06,周四,17:14,17-20,急诊采血,急诊,血清,生化,11,17:31,17:32,17:37,正常,,5,17:39,18:18,64,60,是,前处理-B线,IMM-01,OP-107
S0806-00897,2026-08-06,周四,17:14,17-20,ICU,住院,血清,血液,4,18:00,18:01,18:10,正常,,9,18:16,19:01,107,90,是,前处理-手工台,BIO-01,OP-108
S0806-00898,2026-08-06,周四,11:55,10-12,肾内科病区,住院,全血,血液,1,12:29,12:33,12:40,正常,,7,12:42,13:14,79,120,否,前处理-手工台,HEM-02,OP-103
S0806-00899,2026-08-06,周四,11:42,10-12,门诊采血中心,门诊,血清,血液,6,11:57,12:02,12:06,正常,,4,12:08,12:49,67,120,否,前处理-A线,HEM-01,OP-104
S0806-00900,2026-08-06,周四,09:37,07-10 早高峰,ICU,住院,血清,生化,3,10:11,10:16,10:46,正常,,30,10:50,11:37,120,90,是,前处理-B线,BIO-02,OP-107
S0806-00901,2026-08-06,周四,15:52,14-17,心内科病区,住院,全血,血液,5,16:41,16:42,16:50,正常,,8,16:54,17:18,86,120,否,前处理-手工台,COAG-01,OP-102
S0806-00902,2026-08-06,周四,08:33,07-10 早高峰,急诊采血,急诊,血清,凝血,6,08:58,09:01,09:20,正常,,19,09:26,10:08,95,60,是,前处理-A线,IMM-02,OP-101
S0806-00903,2026-08-06,周四,07:15,07-10 早高峰,消化科病区,住院,血清,免疫,4,08:10,08:11,08:28,正常,,17,08:35,09:19,124,120,是,前处理-A线,IMM-02,OP-107
S0806-00904,2026-08-06,周四,11:12,10-12,儿科门诊采血窗口,门诊,血清,凝血,6,11:34,11:36,11:40,正常,,4,11:43,12:13,61,120,否,前处理-手工台,MICRO-01,OP-102
S0806-00905,2026-08-06,周四,16:50,14-17,儿科门诊采血窗口,门诊,血清,血液,5,17:09,17:14,17:23,正常,,9,17:27,18:10,80,120,否,前处理-A线,IMM-02,OP-102
S0806-00906,2026-08-06,周四,14:37,14-17,门诊采血中心,门诊,血清,生化,11,14:57,15:02,15:09,正常,,7,15:12,15:52,75,120,否,前处理-B线,COAG-01,OP-102
S0806-00907,2026-08-06,周四,14:42,14-17,体检中心,体检,全血,凝血,5,14:55,14:59,15:04,正常,,5,15:12,15:42,60,240,否,前处理-A线,BIO-02,OP-101
S0806-00908,2026-08-06,周四,11:40,10-12,急诊采血,急诊,全血,免疫,14,12:02,12:05,12:12,正常,,7,12:18,12:56,76,60,是,前处理-B线,BIO-01,OP-108
S0806-00909,2026-08-06,周四,11:45,10-12,ICU,住院,血清,凝血,4,12:36,12:37,12:46,正常,,9,12:48,13:39,114,90,是,前处理-B线,HEM-02,OP-102
S0806-00910,2026-08-06,周四,08:02,07-10 早高峰,门诊采血中心,门诊,全血,生化,12,08:25,08:31,08:53,正常,,22,08:55,09:18,76,120,否,前处理-A线,MICRO-01,OP-106
S0806-00911,2026-08-06,周四,07:32,07-10 早高峰,心内科病区,住院,血清,免疫,6,08:11,08:16,08:56,报错,条码识别失败,40,08:59,09:43,131,120,是,前处理-B线,BIO-02,OP-101
S0806-00912,2026-08-06,周四,10:42,10-12,门诊采血中心,门诊,血清,凝血,5,10:58,11:04,11:11,正常,,7,11:17,11:38,56,120,否,前处理-B线,BIO-02,OP-104
S0806-00913,2026-08-06,周四,11:05,10-12,急诊采血,急诊,血清,血液,3,11:13,11:15,11:25,正常,,10,11:28,11:57,52,60,否,前处理-手工台,BIO-02,OP-102
S0806-00914,2026-08-06,周四,08:02,07-10 早高峰,ICU,住院,其他,生化,3,08:37,08:38,09:02,正常,,24,09:06,09:46,104,90,是,前处理-手工台,BIO-01,OP-102
S0806-00915,2026-08-06,周四,07:02,07-10 早高峰,儿科门诊采血窗口,门诊,血清,免疫,13,07:21,07:27,07:50,正常,,23,07:56,08:31,89,120,否,前处理-B线,MICRO-01,OP-103
S0806-00916,2026-08-06,周四,08:12,07-10 早高峰,肾内科病区,住院,血清,生化,4,09:04,09:07,09:37,正常,,30,09:44,10:20,128,120,是,前处理-手工台,IMM-02,OP-107
S0806-00917,2026-08-06,周四,08:21,07-10 早高峰,消化科病区,住院,血清,生化,2,09:02,09:03,09:20,正常,,17,09:27,09:57,96,120,否,前处理-A线,COAG-01,OP-105
S0806-00918,2026-08-06,周四,07:05,07-10 早高峰,门诊采血中心,门诊,血浆,血液,4,07:18,07:24,07:41,正常,,17,07:48,08:25,80,120,否,前处理-A线,HEM-02,OP-108
S0806-00919,2026-08-06,周四,17:59,17-20,急诊采血,急诊,血清,生化,7,18:21,18:26,18:36,正常,,10,18:41,19:27,88,60,是,前处理-A线,MICRO-01,OP-101
S0806-00920,2026-08-06,周四,11:48,10-12,门诊采血中心,门诊,血浆,生化,17,12:13,12:19,12:23,正常,,4,12:30,13:15,87,120,否,前处理-B线,BIO-02,OP-108
S0806-00921,2026-08-06,周四,14:10,14-17,门诊采血中心,门诊,血清,免疫,14,14:24,14:29,14:33,正常,,4,14:37,15:12,62,120,否,前处理-A线,HEM-02,OP-101
S0806-00922,2026-08-06,周四,15:59,14-17,ICU,住院,全血,免疫,3,16:24,16:26,16:32,正常,,6,16:37,17:19,80,90,否,前处理-手工台,HEM-02,OP-104
S0806-00923,2026-08-06,周四,18:34,17-20,ICU,住院,全血,生化,2,19:06,19:09,19:16,正常,,7,19:19,19:42,68,90,否,前处理-B线,COAG-01,OP-101
S0806-00924,2026-08-06,周四,07:26,07-10 早高峰,门诊采血中心,门诊,血清,生化,10,07:34,07:38,08:33,报错,条码识别失败,55,08:39,09:21,115,120,否,前处理-A线,HEM-02,OP-103
S0806-00925,2026-08-06,周四,07:02,07-10 早高峰,儿科门诊采血窗口,门诊,血清,生化,8,07:13,07:19,07:42,正常,,23,07:47,08:37,95,120,否,前处理-B线,MICRO-01,OP-101
S0806-00926,2026-08-06,周四,10:33,10-12,儿科门诊采血窗口,门诊,血清,免疫,1,10:46,10:51,10:56,正常,,5,11:02,11:56,83,120,否,前处理-B线,IMM-01,OP-106
S0806-00927,2026-08-06,周四,16:00,14-17,急诊采血,急诊,血清,微生物,6,16:25,16:31,16:39,正常,,8,16:44,19:08,188,60,是,前处理-A线,IMM-02,OP-106
S0806-00928,2026-08-06,周四,07:14,07-10 早高峰,肾内科病区,住院,血清,免疫,15,08:07,08:13,08:28,正常,,15,08:36,09:09,115,120,否,前处理-B线,IMM-02,OP-108
S0806-00929,2026-08-06,周四,09:02,07-10 早高峰,心内科病区,住院,血清,生化,10,09:36,09:37,09:54,正常,,17,10:02,10:37,95,120,否,前处理-手工台,HEM-01,OP-103
S0806-00930,2026-08-06,周四,10:08,10-12,呼吸科病区,住院,全血,免疫,16,10:57,11:02,11:07,正常,,5,11:13,11:42,94,120,否,前处理-A线,HEM-02,OP-105
S0806-00931,2026-08-06,周四,10:04,10-12,消化科病区,住院,全血,免疫,9,10:55,10:56,11:05,正常,,9,11:09,11:49,105,120,否,前处理-B线,COAG-01,OP-105
S0806-00932,2026-08-06,周四,14:45,14-17,呼吸科病区,住院,血清,免疫,7,15:06,15:09,15:38,报错,样本量不足,29,15:44,16:20,95,120,否,前处理-手工台,HEM-02,OP-103
S0806-00933,2026-08-06,周四,13:29,12-14,门诊采血中心,门诊,血清,生化,16,13:54,13:56,14:02,正常,,6,14:07,14:45,76,120,否,前处理-A线,BIO-02,OP-103
S0806-00934,2026-08-06,周四,09:03,07-10 早高峰,内分泌科病区,住院,血清,免疫,11,09:26,09:29,09:55,正常,,26,10:03,10:57,114,120,否,前处理-手工台,MICRO-01,OP-108
S0806-00935,2026-08-06,周四,15:40,14-17,门诊采血中心,门诊,尿液,血液,3,15:56,15:58,16:05,正常,,7,16:07,16:50,70,120,否,前处理-A线,IMM-01,OP-106
S0806-00936,2026-08-06,周四,10:36,10-12,内分泌科病区,住院,血清,血液,1,11:23,11:26,11:33,正常,,7,11:40,12:03,87,120,否,前处理-B线,HEM-02,OP-108
S0806-00937,2026-08-06,周四,08:30,07-10 早高峰,急诊采血,急诊,全血,血液,6,08:45,08:49,09:10,正常,,21,09:13,09:39,69,60,是,前处理-手工台,IMM-01,OP-102
S0806-00938,2026-08-06,周四,08:58,07-10 早高峰,门诊采血中心,门诊,血清,免疫,13,09:23,09:28,09:50,正常,,22,09:52,10:20,82,120,否,前处理-A线,BIO-02,OP-108
S0806-00939,2026-08-06,周四,14:25,14-17,心内科病区,住院,血清,血液,1,15:16,15:19,15:25,正常,,6,15:27,16:17,112,120,否,前处理-手工台,IMM-02,OP-106
S0806-00940,2026-08-06,周四,15:29,14-17,内分泌科病区,住院,血清,血液,6,16:00,16:05,16:12,正常,,7,16:20,16:48,79,120,否,前处理-手工台,BIO-01,OP-102
S0806-00941,2026-08-06,周四,08:55,07-10 早高峰,门诊采血中心,门诊,全血,免疫,10,09:08,09:10,10:02,报错,离心异常,52,10:10,10:35,100,120,否,前处理-手工台,BIO-02,OP-101
S0806-00942,2026-08-06,周四,14:16,14-17,消化科病区,住院,全血,免疫,9,14:48,14:51,15:00,正常,,9,15:05,15:35,79,120,否,前处理-B线,HEM-01,OP-106
S0806-00943,2026-08-06,周四,07:01,07-10 早高峰,儿科门诊采血窗口,门诊,血清,血液,5,07:12,07:16,07:33,正常,,17,07:37,08:05,64,120,否,前处理-手工台,HEM-01,OP-106
S0806-00944,2026-08-06,周四,07:23,07-10 早高峰,门诊采血中心,门诊,尿液,生化,14,07:45,07:46,08:07,正常,,21,08:10,08:39,76,120,否,前处理-手工台,HEM-02,OP-104
S0806-00945,2026-08-06,周四,11:40,10-12,门诊采血中心,门诊,全血,生化,3,11:59,12:03,12:10,正常,,7,12:12,13:06,86,120,否,前处理-A线,IMM-02,OP-106
S0806-00946,2026-08-06,周四,12:42,12-14,消化科病区,住院,血清,血液,1,13:31,13:32,13:42,正常,,10,13:45,14:10,88,120,否,前处理-B线,HEM-02,OP-102
S0806-00947,2026-08-06,周四,10:58,10-12,门诊采血中心,门诊,血清,血液,6,11:20,11:23,12:01,报错,溶血,38,12:05,12:36,98,120,否,前处理-A线,COAG-01,OP-106
S0806-00948,2026-08-06,周四,11:04,10-12,呼吸科病区,住院,血清,血液,6,11:45,11:48,11:55,正常,,7,12:00,12:32,88,120,否,前处理-A线,BIO-01,OP-105
S0806-00949,2026-08-06,周四,09:25,07-10 早高峰,门诊采血中心,门诊,血清,生化,10,09:36,09:41,10:13,正常,,32,10:16,11:10,105,120,否,前处理-手工台,IMM-01,OP-108
S0806-00950,2026-08-06,周四,11:42,10-12,ICU,住院,血清,凝血,4,12:35,12:38,12:45,正常,,7,12:48,13:24,102,90,是,前处理-B线,COAG-01,OP-104
S0806-00951,2026-08-06,周四,08:39,07-10 早高峰,门诊采血中心,门诊,其他,血液,6,08:49,08:53,09:16,正常,,23,09:20,09:43,64,120,否,前处理-手工台,BIO-01,OP-107
S0806-00952,2026-08-06,周四,08:31,07-10 早高峰,体检中心,体检,全血,生化,8,08:56,08:57,09:21,正常,,24,09:28,10:20,109,240,否,前处理-A线,HEM-01,OP-102
S0806-00953,2026-08-06,周四,19:03,17-20,内分泌科病区,住院,血清,免疫,1,19:37,19:42,19:46,正常,,4,19:53,20:37,94,120,否,前处理-B线,BIO-01,OP-101
S0806-00954,2026-08-06,周四,15:23,14-17,门诊采血中心,门诊,全血,微生物,5,15:45,15:46,15:55,正常,,9,16:00,19:56,273,120,是,前处理-手工台,BIO-02,OP-103
S0806-00955,2026-08-06,周四,19:42,17-20,急诊采血,急诊,血清,免疫,15,19:52,19:58,20:05,正常,,7,20:13,20:42,60,60,否,前处理-A线,IMM-01,OP-103
S0806-00956,2026-08-06,周四,07:06,07-10 早高峰,消化科病区,住院,血清,生化,8,07:36,07:38,07:57,正常,,19,07:59,08:39,93,120,否,前处理-A线,HEM-02,OP-102
S0806-00957,2026-08-06,周四,08:43,07-10 早高峰,门诊采血中心,门诊,血浆,微生物,5,09:01,09:04,09:32,正常,,28,09:36,12:47,244,120,是,前处理-手工台,IMM-02,OP-106
S0806-00958,2026-08-06,周四,08:35,07-10 早高峰,门诊采血中心,门诊,尿液,微生物,4,08:43,08:46,09:06,正常,,20,09:12,14:01,326,120,是,前处理-手工台,HEM-01,OP-104
S0806-00959,2026-08-06,周四,09:48,07-10 早高峰,儿科门诊采血窗口,门诊,全血,免疫,18,10:00,10:05,10:38,报错,溶血,33,10:42,11:08,80,120,否,前处理-手工台,IMM-01,OP-103
S0806-00960,2026-08-06,周四,16:52,14-17,儿科门诊采血窗口,门诊,全血,血液,5,17:08,17:14,17:18,正常,,4,17:22,18:15,83,120,否,前处理-A线,COAG-01,OP-107
S0806-00961,2026-08-06,周四,09:55,07-10 早高峰,门诊采血中心,门诊,血清,凝血,2,10:20,10:21,10:46,正常,,25,10:52,11:24,89,120,否,前处理-B线,BIO-01,OP-106
S0806-00962,2026-08-06,周四,17:40,17-20,门诊采血中心,门诊,血清,生化,4,17:55,17:57,18:04,正常,,7,18:06,18:29,49,120,否,前处理-手工台,IMM-02,OP-103
S0806-00963,2026-08-06,周四,15:25,14-17,儿科门诊采血窗口,门诊,全血,血液,4,15:38,15:43,16:11,报错,条码识别失败,28,16:15,17:06,101,120,否,前处理-手工台,BIO-02,OP-102
S0806-00964,2026-08-06,周四,14:14,14-17,内分泌科病区,住院,全血,生化,14,15:01,15:05,15:15,正常,,10,15:19,15:56,102,120,否,前处理-手工台,IMM-02,OP-103
S0806-00965,2026-08-06,周四,10:50,10-12,门诊采血中心,门诊,血浆,血液,6,11:13,11:15,11:20,正常,,5,11:22,12:02,72,120,否,前处理-A线,HEM-01,OP-108
S0806-00966,2026-08-06,周四,11:42,10-12,心内科病区,住院,全血,生化,2,12:24,12:25,12:30,正常,,5,12:35,13:25,103,120,否,前处理-B线,IMM-01,OP-104
S0806-00967,2026-08-06,周四,10:29,10-12,急诊采血,急诊,血清,生化,17,10:44,10:47,10:57,正常,,10,11:05,11:57,88,60,是,前处理-B线,COAG-01,OP-101
S0806-00968,2026-08-06,周四,09:10,07-10 早高峰,消化科病区,住院,血清,微生物,5,09:34,09:36,10:05,正常,,29,10:12,15:11,361,120,是,前处理-手工台,IMM-01,OP-106
S0806-00969,2026-08-06,周四,09:12,07-10 早高峰,肾内科病区,住院,血清,血液,6,10:03,10:07,10:35,正常,,28,10:43,11:08,116,120,否,前处理-手工台,BIO-02,OP-103
S0806-00970,2026-08-06,周四,15:42,14-17,门诊采血中心,门诊,血清,血液,3,15:55,16:01,16:08,正常,,7,16:15,16:44,62,120,否,前处理-B线,HEM-01,OP-104
S0806-00971,2026-08-06,周四,13:50,12-14,儿科门诊采血窗口,门诊,尿液,生化,3,14:12,14:15,14:51,报错,样本量不足,36,14:56,15:19,89,120,否,前处理-手工台,MICRO-01,OP-106
S0806-00972,2026-08-06,周四,07:24,07-10 早高峰,儿科门诊采血窗口,门诊,血清,血液,5,07:39,07:43,08:13,报错,溶血,30,08:19,08:50,86,120,否,前处理-B线,MICRO-01,OP-106
S0806-00973,2026-08-06,周四,15:18,14-17,心内科病区,住院,全血,生化,14,15:51,15:53,16:02,正常,,9,16:07,16:36,78,120,否,前处理-A线,MICRO-01,OP-101
S0806-00974,2026-08-06,周四,16:52,14-17,门诊采血中心,门诊,全血,免疫,15,17:00,17:05,17:15,正常,,10,17:22,17:58,66,120,否,前处理-B线,MICRO-01,OP-106
S0806-00975,2026-08-06,周四,09:46,07-10 早高峰,门诊采血中心,门诊,血清,生化,6,09:56,10:00,10:21,正常,,21,10:25,10:50,64,120,否,前处理-A线,BIO-01,OP-105
S0806-00976,2026-08-06,周四,07:28,07-10 早高峰,内分泌科病区,住院,血清,生化,18,08:18,08:20,08:48,正常,,28,08:52,09:34,126,120,是,前处理-B线,COAG-01,OP-101
S0806-00977,2026-08-06,周四,12:31,12-14,体检中心,体检,血浆,血液,3,12:43,12:46,12:55,正常,,9,12:58,13:49,78,240,否,前处理-B线,HEM-01,OP-103
S0806-00978,2026-08-06,周四,10:55,10-12,内分泌科病区,住院,血清,免疫,12,11:28,11:29,11:39,正常,,10,11:45,12:24,89,120,否,前处理-手工台,IMM-01,OP-103
S0806-00979,2026-08-06,周四,10:57,10-12,门诊采血中心,门诊,血清,生化,15,11:08,11:09,11:15,正常,,6,11:21,11:55,58,120,否,前处理-B线,BIO-02,OP-104
S0806-00980,2026-08-06,周四,16:14,14-17,消化科病区,住院,血清,生化,17,17:03,17:06,17:10,正常,,4,17:12,17:37,83,120,否,前处理-A线,COAG-01,OP-107
S0806-00981,2026-08-06,周四,10:55,10-12,消化科病区,住院,血清,血液,4,11:40,11:45,11:50,正常,,5,11:55,12:15,80,120,否,前处理-B线,IMM-01,OP-106
S0806-00982,2026-08-06,周四,10:28,10-12,门诊采血中心,门诊,血清,凝血,5,10:41,10:44,10:52,正常,,8,10:56,11:47,79,120,否,前处理-B线,MICRO-01,OP-104
S0806-00983,2026-08-06,周四,08:32,07-10 早高峰,体检中心,体检,血清,凝血,6,08:43,08:45,09:11,正常,,26,09:17,09:47,75,240,否,前处理-手工台,IMM-02,OP-102
S0806-00984,2026-08-06,周四,16:40,14-17,门诊采血中心,门诊,血清,血液,5,16:52,16:58,17:06,正常,,8,17:13,17:44,64,120,否,前处理-B线,HEM-01,OP-102
S0806-00985,2026-08-06,周四,16:16,14-17,门诊采血中心,门诊,血浆,血液,4,16:31,16:35,16:43,正常,,8,16:48,17:32,76,120,否,前处理-手工台,COAG-01,OP-105
S0806-00986,2026-08-06,周四,07:19,07-10 早高峰,门诊采血中心,门诊,血清,生化,18,07:43,07:49,08:06,正常,,17,08:12,08:40,81,120,否,前处理-A线,COAG-01,OP-102
S0806-00987,2026-08-06,周四,09:22,07-10 早高峰,呼吸科病区,住院,血浆,微生物,6,10:16,10:17,10:46,正常,,29,10:50,13:02,220,120,是,前处理-B线,IMM-01,OP-102
S0806-00988,2026-08-06,周四,16:39,14-17,门诊采血中心,门诊,尿液,血液,4,16:56,16:57,17:04,正常,,7,17:09,17:32,53,120,否,前处理-A线,BIO-02,OP-101
S0806-00989,2026-08-06,周四,09:53,07-10 早高峰,急诊采血,急诊,全血,免疫,10,10:15,10:18,10:40,正常,,22,10:42,11:32,99,60,是,前处理-B线,MICRO-01,OP-102
S0806-00990,2026-08-06,周四,08:52,07-10 早高峰,心内科病区,住院,尿液,免疫,14,09:43,09:45,10:06,正常,,21,10:11,10:39,107,120,否,前处理-B线,COAG-01,OP-105
S0806-00991,2026-08-06,周四,16:35,14-17,肾内科病区,住院,血清,血液,4,17:22,17:25,17:31,正常,,6,17:36,18:07,92,120,否,前处理-B线,MICRO-01,OP-105
S0806-00992,2026-08-06,周四,14:27,14-17,门诊采血中心,门诊,全血,血液,6,14:47,14:49,14:56,正常,,7,14:59,15:19,52,120,否,前处理-B线,IMM-01,OP-101
S0806-00993,2026-08-06,周四,16:24,14-17,ICU,住院,全血,血液,5,17:04,17:05,17:14,正常,,9,17:18,17:41,77,90,否,前处理-A线,HEM-01,OP-101
S0806-00994,2026-08-06,周四,07:38,07-10 早高峰,体检中心,体检,全血,生化,2,07:56,08:00,08:29,正常,,29,08:34,09:06,88,240,否,前处理-A线,BIO-02,OP-108
S0806-00995,2026-08-06,周四,08:02,07-10 早高峰,呼吸科病区,住院,血清,生化,11,08:44,08:46,09:04,正常,,18,09:12,09:44,102,120,否,前处理-B线,COAG-01,OP-103
S0806-00996,2026-08-06,周四,14:31,14-17,门诊采血中心,门诊,全血,生化,11,14:53,14:59,15:04,正常,,5,15:06,15:40,69,120,否,前处理-B线,COAG-01,OP-106
S0806-00997,2026-08-06,周四,07:24,07-10 早高峰,门诊采血中心,门诊,血清,生化,10,07:39,07:43,08:11,正常,,28,08:15,08:47,83,120,否,前处理-B线,HEM-01,OP-107
